concept_id_1,concept_id_2,relationship_id,valid_start_DATE,valid_end_DATE,invalid_reason,load_table_id,load_row_id
21487715,46176009,Maps to,2018-09-19,2099-12-31,,athena_vocab,
41199220,41199220,Mapped from,2017-07-18,2099-12-31,,athena_vocab,
36708300,46184108,Subsumes,2017-01-31,2099-12-31,,athena_vocab,
46274241,45633694,RxNorm - SPL,1970-01-01,2099-12-31,,athena_vocab,
43604502,43838523,RxNorm inverse is a,2017-08-24,2099-12-31,,athena_vocab,
40242685,40242685,Mapped from,2011-10-02,2099-12-31,,athena_vocab,
46039872,45971344,Is a,2015-01-31,2099-12-31,,athena_vocab,
46178020,35608652,Is a,2018-07-31,2099-12-31,,athena_vocab,
3041250,3049537,Contained in panel,1970-01-01,2099-12-31,,athena_vocab,
46020131,46020131,Maps to,2018-07-31,2099-12-31,,athena_vocab,
610882,35626973,VMP has prescr stat,2022-01-28,2099-12-31,,athena_vocab,
37498988,19134055,Concept replaces,2020-05-04,2099-12-31,,athena_vocab,
36037112,36419069,Marketed form of,2021-06-17,2099-12-31,,athena_vocab,
1573137,45583410,Subsumes,2016-03-25,2099-12-31,,athena_vocab,
44050115,44050115,Maps to,2017-06-25,2099-12-31,,athena_vocab,
4291798,138255,Is a,2011-07-31,2099-12-31,,athena_vocab,
35941814,35941814,Maps to,2018-03-02,2099-12-31,,athena_vocab,
21113687,35860534,Has tradename,2020-10-02,2099-12-31,,athena_vocab,
44171229,40820809,Has supplier,2017-10-06,2099-12-31,,athena_vocab,
41952563,41952563,Mapped from,2019-02-21,2099-12-31,,athena_vocab,
19082168,41083204,RxNorm dose form of,2017-07-18,2099-12-31,,athena_vocab,
44208593,19082224,RxNorm has dose form,2017-10-06,2099-12-31,,athena_vocab,
45976965,45976965,Mapped from,2018-07-31,2099-12-31,,athena_vocab,
19082573,36270854,RxNorm dose form of,2017-10-01,2099-12-31,,athena_vocab,
45523598,439093,Maps to,2014-04-01,2099-12-31,,athena_vocab,
1809878,36018113,Is transcribed from,2021-07-26,2099-12-31,,athena_vocab,
3202158,3188180,Subsumes,2019-08-16,2099-12-31,,athena_vocab,
4242142,4119778,Asso morph of,2011-07-31,2099-12-31,,athena_vocab,
4139147,2742699,Dir device of,1970-01-01,2099-12-31,,athena_vocab,
44161896,44179914,Tradename of,2017-10-06,2099-12-31,,athena_vocab,
43131122,36272916,Brand name of,2017-10-01,2099-12-31,,athena_vocab,
41426338,41126978,Quantified form of,2017-07-18,2099-12-31,,athena_vocab,
45971587,46135947,Concept replaces,2018-07-31,2099-12-31,,athena_vocab,
42709458,42800591,Maps to,2012-05-07,2099-12-31,,athena_vocab,
42860908,4342429,CI by,2012-08-06,2099-12-31,,athena_vocab,
44177255,44164592,RxNorm is a,2017-10-06,2099-12-31,,athena_vocab,
3353799,36716221,Maps to,1970-01-01,2099-12-31,,athena_vocab,
46154511,35626991,Has disc indicator,2020-04-01,2099-12-31,,athena_vocab,
35918529,35942648,Variable to Schema,1970-01-01,2099-12-31,,athena_vocab,
35756036,35746154,Concept replaced by,2018-08-02,2099-12-31,,athena_vocab,
41400631,40818731,Has brand name,2017-07-18,2099-12-31,,athena_vocab,
41898032,41903449,Subsumes,1970-01-01,2099-12-31,,athena_vocab,
19082103,35778568,RxNorm dose form of,2017-08-02,2099-12-31,,athena_vocab,
41374760,41147396,Quantified form of,2017-07-18,2099-12-31,,athena_vocab,
35882667,35846645,Source - RxNorm eq,2020-10-02,2099-12-31,,athena_vocab,
4193970,46100005,Basis str subst of,2018-07-31,2099-12-31,,athena_vocab,
4013059,4102447,Subsumes,2011-07-31,2099-12-31,,athena_vocab,
42949235,42949235,Maps to,2018-08-21,2099-12-31,,athena_vocab,
40012157,36881171,RxNorm inverse is a,2017-06-24,2099-12-31,,athena_vocab,
19082103,40170524,RxNorm dose form of,2010-02-01,2099-12-31,,athena_vocab,
4025659,40642538,Has status,2022-01-28,2099-12-31,,athena_vocab,
133685,42599224,Subsumes,2018-10-01,2099-12-31,,athena_vocab,
19106377,40017315,RxNorm is a,2014-12-01,2099-12-31,,athena_vocab,
198286,198286,Maps to,1970-01-01,2099-12-31,,athena_vocab,
21037492,21019890,Has supplier,2015-08-17,2099-12-31,,athena_vocab,
43164307,43164307,Mapped from,2016-08-07,2099-12-31,,athena_vocab,
19129634,2030725,RxNorm dose form of,2020-07-31,2099-12-31,,athena_vocab,
1033751,3038088,Scale type of,2019-12-13,2099-12-31,,athena_vocab,
21600676,44081969,ATC - RxNorm,2021-10-04,2099-12-31,,athena_vocab,
3263548,40483101,Maps to,1970-01-01,2099-12-31,,athena_vocab,
3546346,4323898,Concept same_as to,2013-10-01,2099-12-31,,athena_vocab,
36683685,4122410,Has conc denom unit,2019-01-31,2099-12-31,,athena_vocab,
36561889,36561889,Mapped from,2015-09-18,2099-12-31,,athena_vocab,
40170745,45640038,RxNorm - SPL,2015-01-29,2099-12-31,,athena_vocab,
1572376,1553868,Subsumes,2019-01-01,2099-12-31,,athena_vocab,
3448125,4081343,Maps to,1970-01-01,2099-12-31,,athena_vocab,
40165113,40078183,RxNorm is a,2014-12-01,2099-12-31,,athena_vocab,
40642538,3650898,Status of,2022-01-28,2099-12-31,,athena_vocab,
40165773,21168773,Has marketed form,2015-08-17,2099-12-31,,athena_vocab,
40011714,43724879,Has tradename,2016-07-01,2099-12-31,,athena_vocab,
41904396,41904396,Maps to,2019-02-21,2099-12-31,,athena_vocab,
3175484,3175484,Maps to,2019-08-16,2099-12-31,,athena_vocab,
3240541,3368242,Interprets of,2019-08-16,2099-12-31,,athena_vocab,
35873609,35847528,Has brand name,2020-10-02,2099-12-31,,athena_vocab,
19021575,2933959,Has marketed form,2021-06-30,2099-12-31,,athena_vocab,
19001949,41251656,RxNorm dose form of,2017-07-18,2099-12-31,,athena_vocab,
46234469,21162440,RxNorm dose form of,2015-08-17,2099-12-31,,athena_vocab,
1575432,45565999,Subsumes,2016-03-25,2099-12-31,,athena_vocab,
4171150,4172579,Is a,2011-07-31,2099-12-31,,athena_vocab,
37310857,45983179,AMP restr ind of,2020-03-09,2099-12-31,,athena_vocab,
4243411,40642537,Has status,2022-01-28,2099-12-31,,athena_vocab,
19022750,21062866,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
36418188,36421925,Quantified form of,2018-10-03,2099-12-31,,athena_vocab,
40804680,43825343,Brand name of,2017-08-24,2099-12-31,,athena_vocab,
40642539,40571935,Module of,2022-01-28,2099-12-31,,athena_vocab,
43686286,43686286,Mapped from,2016-12-18,2099-12-31,,athena_vocab,
45687546,1308876,Maps to,1970-01-01,2099-12-31,,athena_vocab,
46299949,46274203,SPL - RxNorm,1970-01-01,2099-12-31,,athena_vocab,
40241451,1343914,RxNorm has ing,2011-08-01,2099-12-31,,athena_vocab,
35631990,45957718,Module of,2022-01-28,2099-12-31,,athena_vocab,
4139147,2743677,Dir device of,1970-01-01,2099-12-31,,athena_vocab,
19130620,44029101,Has tradename,2017-06-25,2099-12-31,,athena_vocab,
36208195,3038065,Subsumes,1970-01-01,2099-12-31,,athena_vocab,
319138,3130615,Mapped from,1970-01-01,2099-12-31,,athena_vocab,
35909788,35918299,Schema to Variable,1970-01-01,2099-12-31,,athena_vocab,
46235964,36208195,Is a,1970-01-01,2099-12-31,,athena_vocab,
36748464,35948173,Is a,2021-07-26,2099-12-31,,athena_vocab,
41453354,41342093,Maps to,2018-08-02,2099-12-31,,athena_vocab,
3008526,1029735,Has property,2019-12-13,2099-12-31,,athena_vocab,
35407927,19082285,RxNorm has dose form,2017-07-17,2099-12-31,,athena_vocab,
36248375,1592794,RxNorm inverse is a,2017-08-07,2099-12-31,,athena_vocab,
43715735,43625768,Box of,2016-07-01,2099-12-31,,athena_vocab,
46274487,36151309,RxNorm - SPL,1970-01-01,2099-12-31,,athena_vocab,
35626975,46279103,VMP prescr stat of,2018-07-31,2099-12-31,,athena_vocab,
3260227,4231911,Maps to,1970-01-01,2099-12-31,,athena_vocab,
45877778,3038597,Answer of,1970-01-01,2099-12-31,,athena_vocab,
19036113,2937263,Constitutes,2021-06-30,2099-12-31,,athena_vocab,
42765344,42764268,Is a,1970-01-01,2099-12-31,,athena_vocab,
35940722,35909863,Value to Schema,1970-01-01,2099-12-31,,athena_vocab,
35607932,45983270,Non-avail ind of,2018-07-31,2099-12-31,,athena_vocab,
19081589,44080135,Has tradename,2017-06-25,2099-12-31,,athena_vocab,
37014567,36708236,Is a,2017-01-31,2099-12-31,,athena_vocab,
40642538,4129501,Status of,2022-01-28,2099-12-31,,athena_vocab,
40171852,45896986,RxNorm - SPL,2015-03-26,2099-12-31,,athena_vocab,
1633336,1537848,Concept replaces,2022-05-09,2099-12-31,,athena_vocab,
3486315,3502967,Is a,2019-08-16,2099-12-31,,athena_vocab,
35916387,36545205,Proc Schema to ICDO,1970-01-01,2099-12-31,,athena_vocab,
36273124,19005509,Has brand name,2017-10-01,2099-12-31,,athena_vocab,
2794380,2848539,Subsumes,2014-04-22,2099-12-31,,athena_vocab,
40642538,44807026,Status of,2022-01-28,2099-12-31,,athena_vocab,
40867714,41023441,Available as box,2017-07-18,2099-12-31,,athena_vocab,
44972114,1334460,Maps to,2012-11-26,2099-12-31,,athena_vocab,
19082224,41494663,RxNorm dose form of,2017-07-18,2099-12-31,,athena_vocab,
42894478,4257977,Has method,1970-01-01,2099-12-31,,athena_vocab,
749779,1301197,Maps to,2019-05-13,2099-12-31,,athena_vocab,
35886061,21190019,Mapped from,2020-12-07,2099-12-31,,athena_vocab,
45962029,4159989,Has spec active ing,2015-01-31,2099-12-31,,athena_vocab,
45112266,19075032,Maps to,1970-01-01,2099-12-31,,athena_vocab,
1395095,1395060,Constitutes,2005-04-04,2099-12-31,,athena_vocab,
21375564,21375564,Mapped from,2017-04-27,2099-12-31,,athena_vocab,
35940839,35909780,Value to Schema,1970-01-01,2099-12-31,,athena_vocab,
4283991,42852507,Subsumes,2014-12-01,2099-12-31,,athena_vocab,
1995385,778770,Maps to,2022-06-12,2099-12-31,,athena_vocab,
40176046,35761413,Has marketed form,2017-08-02,2099-12-31,,athena_vocab,
43011761,43012138,Constitutes,2013-01-07,2099-12-31,,athena_vocab,
4311483,3368291,Mapped from,1970-01-01,2099-12-31,,athena_vocab,
21070373,21080092,RxNorm is a,2015-08-17,2099-12-31,,athena_vocab,
2726115,2880287,Subsumes,2014-04-22,2099-12-31,,athena_vocab,
41929723,41942161,Subsumes,1970-01-01,2099-12-31,,athena_vocab,
42865031,42708757,Maps to,2012-07-02,2099-12-31,,athena_vocab,
36711160,46079231,Is a,2017-01-31,2099-12-31,,athena_vocab,
43748645,19082103,RxNorm has dose form,2016-07-01,2099-12-31,,athena_vocab,
37109075,37109075,Maps to,2017-07-31,2099-12-31,,athena_vocab,
35626950,46113248,Excipient of,2018-07-31,2099-12-31,,athena_vocab,
46127050,35626992,Has disc indicator,2018-07-31,2099-12-31,,athena_vocab,
4013298,2743473,Access of,1970-01-01,2099-12-31,,athena_vocab,
2873483,2886763,Is a,2014-04-22,2099-12-31,,athena_vocab,
41887276,41881576,Is a,1970-01-01,2099-12-31,,athena_vocab,
35409997,19082168,RxNorm has dose form,2017-07-17,2099-12-31,,athena_vocab,
3171855,3190337,Has method,2019-08-16,2099-12-31,,athena_vocab,
44056563,40085903,Tradename of,2017-07-30,2099-12-31,,athena_vocab,
3495393,3337322,Finding site of,2019-08-16,2099-12-31,,athena_vocab,
4087890,40437337,Mapped from,1970-01-01,2099-12-31,,athena_vocab,
43276960,43293136,Has marketed form,2016-09-30,2099-12-31,,athena_vocab,
3005645,1015176,Has property,2019-12-13,2099-12-31,,athena_vocab,
44058731,35777356,Has quantified form,2017-08-02,2099-12-31,,athena_vocab,
21604425,21129843,Drug class of drug,2015-08-17,2099-12-31,,athena_vocab,
46114716,40642538,Has status,2022-01-28,2099-12-31,,athena_vocab,
21418773,46282326,Maps to,2018-09-19,2099-12-31,,athena_vocab,
40995801,41432114,Has quantified form,2017-07-18,2099-12-31,,athena_vocab,
40724728,43316207,Mapped from,2021-06-30,2099-12-31,,athena_vocab,
45946222,4092517,Maps to,1970-01-01,2099-12-31,,athena_vocab,
44204506,41468426,Tradename of,2017-10-06,2099-12-31,,athena_vocab,
36705148,35631990,Has Module,2022-01-28,2099-12-31,,athena_vocab,
36548005,35942648,ICDO to Schema,1970-01-01,2099-12-31,,athena_vocab,
2000004772,2000004772,Mapped from,1970-01-01,2099-12-31,,custom_mapping,
42600385,42600385,Mapped from,2018-10-01,2099-12-31,,athena_vocab,
37209200,46063369,Subsumes,2019-07-31,2099-12-31,,athena_vocab,
37207390,46162414,CD category of,2019-07-31,2099-12-31,,athena_vocab,
41263493,41263493,Maps to,2017-07-18,2099-12-31,,athena_vocab,
45818652,1504621,Maps to,2015-01-29,2099-12-31,,athena_vocab,
43021535,43021535,Maps to,2013-01-31,2099-12-31,,athena_vocab,
45381637,40225995,Maps to,2010-10-04,2099-12-31,,athena_vocab,
35631990,3591872,Module of,2022-01-28,2099-12-31,,athena_vocab,
2860598,2860598,Maps to,2014-04-22,2099-12-31,,athena_vocab,
43588737,43768692,Has tradename,2016-07-01,2099-12-31,,athena_vocab,
46031622,37310858,Has AMP restr ind,2020-03-09,2099-12-31,,athena_vocab,
41465420,19127579,RxNorm has dose form,2017-07-18,2099-12-31,,athena_vocab,
19132783,44999330,Mapped from,2011-10-25,2099-12-31,,athena_vocab,
45061375,1551170,Maps to,2007-07-03,2099-12-31,,athena_vocab,
41316021,41129114,Box of,2017-07-18,2099-12-31,,athena_vocab,
44804306,44804306,Maps to,2014-04-01,2099-12-31,,athena_vocab,
43820563,43643876,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
19128679,40049023,Mapped from,2015-09-08,2099-12-31,,athena_vocab,
40642539,37109666,Module of,2022-01-28,2099-12-31,,athena_vocab,
43582125,43582125,Mapped from,2016-12-18,2099-12-31,,athena_vocab,
4095961,4095961,Maps to,1970-01-01,2099-12-31,,athena_vocab,
35631990,46201686,Module of,2022-01-28,2099-12-31,,athena_vocab,
44107603,42899650,RxNorm has ing,2017-06-25,2099-12-31,,athena_vocab,
45602094,45602096,Subsumes,2016-03-25,2099-12-31,,athena_vocab,
4011561,40642538,Has status,2022-01-28,2099-12-31,,athena_vocab,
46002809,46002809,Maps to,2018-07-31,2099-12-31,,athena_vocab,
41360701,41360701,Maps to,2017-07-18,2099-12-31,,athena_vocab,
35627804,35627169,Is a,2018-07-31,2099-12-31,,athena_vocab,
3661203,35626973,VMP has prescr stat,2020-07-31,2099-12-31,,athena_vocab,
46037944,46037944,Maps to,2018-07-31,2099-12-31,,athena_vocab,
719416,45258220,Mapped from,1970-01-01,2099-12-31,,athena_vocab,
43334052,1550557,Maps to,2016-09-30,2099-12-31,,athena_vocab,
42537783,42537783,Maps to,2018-01-31,2099-12-31,,athena_vocab,
46091835,46205560,Subsumes,2015-01-31,2099-12-31,,athena_vocab,
43297700,43270561,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
43771211,43825324,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
35821595,36299790,Has precoord pair,2021-03-23,2099-12-31,,athena_vocab,
43862505,46234469,RxNorm has dose form,2016-07-01,2099-12-31,,athena_vocab,
36246998,36218398,Tradename of,2016-08-01,2099-12-31,,athena_vocab,
19082573,43144036,RxNorm dose form of,2016-09-10,2099-12-31,,athena_vocab,
11729,45597564,Subsumes,2016-03-25,2099-12-31,,athena_vocab,
4212386,46110584,Spec active ing of,2018-07-31,2099-12-31,,athena_vocab,
4278876,45893092,Subsumes,2015-03-02,2099-12-31,,athena_vocab,
41505392,19082224,RxNorm has dose form,2017-07-18,2099-12-31,,athena_vocab,
35856217,35856217,Mapped from,2020-10-02,2099-12-31,,athena_vocab,
4009242,40642538,Has status,2022-01-28,2099-12-31,,athena_vocab,
41364171,41364171,Mapped from,2017-07-18,2099-12-31,,athena_vocab,
19088192,43613616,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
41303176,41361238,Has quantified form,2017-07-18,2099-12-31,,athena_vocab,
46079078,46079078,Mapped from,2018-07-31,2099-12-31,,athena_vocab,
442071,45500317,Mapped from,2014-04-01,2099-12-31,,athena_vocab,
46265128,46091834,Is a,2015-07-31,2099-12-31,,athena_vocab,
19082573,40856996,RxNorm dose form of,2017-07-18,2099-12-31,,athena_vocab,
4011965,4022673,Has finding site,2011-07-31,2099-12-31,,athena_vocab,
4079746,80180,Maps to,1970-01-01,2099-12-31,,athena_vocab,
19080218,35531357,Mapped from,2019-09-08,2099-12-31,,athena_vocab,
45558545,4297098,Maps to,1970-01-01,2099-12-31,,athena_vocab,
35909703,36527759,Schema to ICDO,1970-01-01,2099-12-31,,athena_vocab,
19017810,40008612,RxNorm ing of,2005-04-04,2099-12-31,,athena_vocab,
35608652,46185797,Subsumes,2018-07-31,2099-12-31,,athena_vocab,
4331358,4197626,Subsumes,2016-07-31,2099-12-31,,athena_vocab,
4159329,739138,SNOMED - RxNorm eq,1970-01-01,2099-12-31,,athena_vocab,
21279577,21083684,Maps to,2015-08-17,2099-12-31,,athena_vocab,
36204196,37040910,Has component,2019-12-13,2099-12-31,,athena_vocab,
36703915,46259935,Subsumes,2017-01-31,2099-12-31,,athena_vocab,
44814133,44808710,Subsumes,2015-03-01,2099-12-31,,athena_vocab,
44599850,44102832,Maps to,2017-06-25,2099-12-31,,athena_vocab,
41102594,41102594,Mapped from,2017-07-18,2099-12-31,,athena_vocab,
43249426,35409542,Maps to,2017-07-17,2099-12-31,,athena_vocab,
4241775,4061130,Dir proc site of,2011-07-31,2099-12-31,,athena_vocab,
43671895,36881211,Box of,2017-06-24,2099-12-31,,athena_vocab,
35626450,36683821,Concept poss_eq to,2019-01-31,2099-12-31,,athena_vocab,
44785907,792486,Has brand name,2018-02-05,2099-12-31,,athena_vocab,
45861591,19073189,Maps to,2015-01-29,2099-12-31,,athena_vocab,
41508024,43575318,Has brand name,2017-07-18,2099-12-31,,athena_vocab,
4282009,4282009,Mapped from,1970-01-01,2099-12-31,,athena_vocab,
44498006,36568043,Histology of ICDO,2015-09-18,2099-12-31,,athena_vocab,
43833967,40086284,Tradename of,2016-07-01,2099-12-31,,athena_vocab,
1315949,36630288,Mapped from,1970-01-01,2099-12-31,,athena_vocab,
4084436,45458823,Mapped from,2014-04-01,2099-12-31,,athena_vocab,
2001424,4236847,Has dir proc site,2019-06-06,2099-12-31,,athena_vocab,
41354484,41359009,Has tradename,2017-07-18,2099-12-31,,athena_vocab,
4131444,4177107,Subsumes,2011-07-31,2099-12-31,,athena_vocab,
46170197,35626950,Has excipient,2018-07-31,2099-12-31,,athena_vocab,
36208195,40764002,Subsumes,1970-01-01,2099-12-31,,athena_vocab,
40779247,37033624,Subsumes,1970-01-01,2099-12-31,,athena_vocab,
45887881,2110089,Subsumes,1970-01-01,2099-12-31,,athena_vocab,
3037502,37037127,Is a,1970-01-01,2099-12-31,,athena_vocab,
41440498,41246130,Marketed form of,2017-07-18,2099-12-31,,athena_vocab,
3484924,3488622,Is a,2019-08-16,2099-12-31,,athena_vocab,
40759586,1033751,Has scale type,2019-12-13,2099-12-31,,athena_vocab,
2833742,2833742,Maps to,2014-04-22,2099-12-31,,athena_vocab,
43868721,42729999,Marketed form of,2017-07-30,2099-12-31,,athena_vocab,
36532688,44498017,Has Topography ICDO,2015-09-18,2099-12-31,,athena_vocab,
15725,4055599,Maps to,2022-08-18,2099-12-31,,athena_vocab,
36706708,36706708,Mapped from,2018-07-31,2099-12-31,,athena_vocab,
41112654,41310543,RxNorm inverse is a,2017-07-18,2099-12-31,,athena_vocab,
19082170,41431997,RxNorm dose form of,2017-07-18,2099-12-31,,athena_vocab,
44075305,44075305,Mapped from,2017-06-25,2099-12-31,,athena_vocab,
43141889,43132352,Has supplier,2016-09-10,2099-12-31,,athena_vocab,
46124245,35626985,Has legal category,2018-07-31,2099-12-31,,athena_vocab,
35909777,35916349,Schema to Value,1970-01-01,2099-12-31,,athena_vocab,
35631807,35627169,Is a,2018-07-31,2099-12-31,,athena_vocab,
2762622,4218255,Has dir proc site,1970-01-01,2099-12-31,,athena_vocab,
2748517,4013298,Has access,1970-01-01,2099-12-31,,athena_vocab,
35909800,35919524,Schema to Value,1970-01-01,2099-12-31,,athena_vocab,
35607932,46215706,Non-avail ind of,2018-07-31,2099-12-31,,athena_vocab,
40642539,4015300,Module of,2022-01-28,2099-12-31,,athena_vocab,
442106,4069935,Subsumes,2019-07-31,2099-12-31,,athena_vocab,
45323417,986148,Maps to,2012-05-07,2099-12-31,,athena_vocab,
37309296,37209200,Is a,2020-03-09,2099-12-31,,athena_vocab,
789581,21122199,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
19095973,2024137,RxNorm dose form of,2020-07-31,2099-12-31,,athena_vocab,
3318068,3265233,Is a,2019-08-16,2099-12-31,,athena_vocab,
35909732,35941419,Schema to Value,1970-01-01,2099-12-31,,athena_vocab,
46175450,40642538,Has status,2022-01-28,2099-12-31,,athena_vocab,
40805211,41315629,Brand name of,2017-07-18,2099-12-31,,athena_vocab,
46260135,37207390,Has CD category,2019-07-31,2099-12-31,,athena_vocab,
42906011,42929016,Brand name of,2018-08-21,2099-12-31,,athena_vocab,
46144119,37309770,Has free indicator,2020-03-09,2099-12-31,,athena_vocab,
45621173,46275049,SPL - RxNorm,1970-01-01,2099-12-31,,athena_vocab,
37207390,46116313,CD category of,2019-07-31,2099-12-31,,athena_vocab,
1812221,35978044,Is transcribed from,2021-07-26,2099-12-31,,athena_vocab,
4350184,43535065,CI to,2014-12-01,2099-12-31,,athena_vocab,
4127468,2781844,Property of,1970-01-01,2099-12-31,,athena_vocab,
19011549,21163371,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
40642539,35623092,Module of,2022-01-28,2099-12-31,,athena_vocab,
45971797,37207390,Has CD category,2019-07-31,2099-12-31,,athena_vocab,
35631990,46085987,Module of,2022-01-28,2099-12-31,,athena_vocab,
3289506,4026165,Maps to,1970-01-01,2099-12-31,,athena_vocab,
19121682,36152009,RxNorm - SPL,1970-01-01,2099-12-31,,athena_vocab,
4142905,45573285,Mapped from,2014-10-10,2099-12-31,,athena_vocab,
19095918,43674113,RxNorm dose form of,2016-07-01,2099-12-31,,athena_vocab,
37209200,46054097,Subsumes,2019-07-31,2099-12-31,,athena_vocab,
35909691,35941611,Schema to Value,1970-01-01,2099-12-31,,athena_vocab,
37386580,4224241,Has dose form,2018-07-31,2099-12-31,,athena_vocab,
3279667,3512823,Has finding site,2019-08-16,2099-12-31,,athena_vocab,
46186240,46045567,Has AMP,2015-01-31,2099-12-31,,athena_vocab,
19082170,35851895,RxNorm dose form of,2020-10-02,2099-12-31,,athena_vocab,
35626980,45979951,Non-avail ind of,2018-07-31,2099-12-31,,athena_vocab,
19005517,19082170,RxNorm has dose form,2005-04-04,2099-12-31,,athena_vocab,
42538252,36681369,Dose form of,2019-01-31,2099-12-31,,athena_vocab,
35626122,42901933,SNOMED - RxNorm eq,2018-07-31,2099-12-31,,athena_vocab,
41148130,2964281,Mapped from,2021-06-30,2099-12-31,,athena_vocab,
1592613,46234469,RxNorm has dose form,2017-08-07,2099-12-31,,athena_vocab,
4044176,3657148,Method of,2020-07-31,2099-12-31,,athena_vocab,
35151864,35128942,Has supplier,2019-03-11,2099-12-31,,athena_vocab,
40102159,43730943,Has tradename,2016-07-01,2099-12-31,,athena_vocab,
3052139,1026208,Has scale type,2019-12-13,2099-12-31,,athena_vocab,
41043714,40171658,Marketed form of,2017-07-18,2099-12-31,,athena_vocab,
45453519,4330583,Maps to,1970-01-01,2099-12-31,,athena_vocab,
46129383,46129383,Maps to,2018-07-31,2099-12-31,,athena_vocab,
35606108,35606108,Maps to,2016-05-02,2099-12-31,,athena_vocab,
41902471,41905593,Subsumes,1970-01-01,2099-12-31,,athena_vocab,
46050563,35608651,Is a,2018-07-31,2099-12-31,,athena_vocab,
43132796,41041801,Supplier of,2017-07-30,2099-12-31,,athena_vocab,
4029725,40642539,Has Module,2022-01-28,2099-12-31,,athena_vocab,
40159319,1513876,RxNorm has ing,2009-05-04,2099-12-31,,athena_vocab,
46051756,46051756,Mapped from,2018-07-31,2099-12-31,,athena_vocab,
40642538,37105575,Status of,2022-01-28,2099-12-31,,athena_vocab,
786428,40703600,Contained in,2018-06-04,2099-12-31,,athena_vocab,
606114,40642538,Has status,2022-01-28,2099-12-31,,athena_vocab,
40642538,3539069,Status of,2022-01-28,2099-12-31,,athena_vocab,
1113037,40158184,Mapped from,2015-09-08,2099-12-31,,athena_vocab,
1974359,40161706,Brand name of,2022-01-28,2099-12-31,,athena_vocab,
35136155,43132269,Has supplier,2019-03-11,2099-12-31,,athena_vocab,
40072743,40072743,Maps to,1970-01-01,2099-12-31,,athena_vocab,
21061432,21222667,Mapped from,2015-08-17,2099-12-31,,athena_vocab,
36659766,45876018,Is a,1970-01-01,2099-12-31,,athena_vocab,
19123786,36215644,RxNorm is a,2016-08-01,2099-12-31,,athena_vocab,
3656648,46141476,Disp dose form of,2020-07-31,2099-12-31,,athena_vocab,
4032298,3545280,Concept same_as from,2012-04-01,2099-12-31,,athena_vocab,
4262275,40642538,Has status,2022-01-28,2099-12-31,,athena_vocab,
4306541,40395631,Concept same_as from,2014-04-01,2099-12-31,,athena_vocab,
43726783,43612154,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
19009229,21217069,Mapped from,2015-08-17,2099-12-31,,athena_vocab,
41165572,40812084,Has brand name,2017-07-18,2099-12-31,,athena_vocab,
3529480,4036422,Concept same_as to,2009-04-01,2099-12-31,,athena_vocab,
21340268,46049244,Maps to,2018-09-19,2099-12-31,,athena_vocab,
734356,43858889,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
44104077,44104077,Mapped from,2017-06-25,2099-12-31,,athena_vocab,
40992998,41174143,RxNorm is a,2017-07-18,2099-12-31,,athena_vocab,
35909773,35943628,Schema to Value,1970-01-01,2099-12-31,,athena_vocab,
19015051,19012859,Brand name of,2016-10-07,2099-12-31,,athena_vocab,
2060040,2060062,RxNorm is a,2020-07-31,2099-12-31,,athena_vocab,
40305987,45568838,Mapped from,1970-01-01,2099-12-31,,athena_vocab,
40642538,4087903,Status of,2022-01-28,2099-12-31,,athena_vocab,
134057,45576199,Value mapped from,2014-10-10,2099-12-31,,athena_vocab,
43737322,43701493,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
36158701,19007649,SPL - RxNorm,1970-01-01,2099-12-31,,athena_vocab,
36535027,44497959,Has Topography ICDO,2015-09-18,2099-12-31,,athena_vocab,
44189921,40814927,Has brand name,2017-10-06,2099-12-31,,athena_vocab,
42706889,19135866,RxNorm has dose form,2012-05-07,2099-12-31,,athena_vocab,
3397580,3479848,Interprets of,2019-08-16,2099-12-31,,athena_vocab,
2919499,2919499,Maps to,2021-10-19,2099-12-31,,athena_vocab,
43652333,19082103,RxNorm has dose form,2016-07-01,2099-12-31,,athena_vocab,
21600965,21076075,Drug class of drug,2015-08-17,2099-12-31,,athena_vocab,
45983293,35631990,Has Module,2022-01-28,2099-12-31,,athena_vocab,
4321903,46153784,Spec active ing of,2018-07-31,2099-12-31,,athena_vocab,
21133206,21133207,Has marketed form,2015-08-17,2099-12-31,,athena_vocab,
35147699,35147699,Maps to,2019-03-11,2099-12-31,,athena_vocab,
35626973,46135632,VMP prescr stat of,2018-07-31,2099-12-31,,athena_vocab,
4053015,42573343,Asso morph of,2018-10-01,2099-12-31,,athena_vocab,
2010449,36881053,Marketed form of,2020-07-31,2099-12-31,,athena_vocab,
19082079,41179910,RxNorm dose form of,2017-07-18,2099-12-31,,athena_vocab,
40243533,40243534,Constitutes,2011-11-07,2099-12-31,,athena_vocab,
